#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00031_20241104.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=5e-09m/V
#SpecMode=Map
#SpecMap-Dim=-1e-05;1e-05;-1e-05;1e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=3
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=10240
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [N];Z-Axis-Out [m]
-1.46223e-06;0.00437094;-3.44762e-06
-1.46144e-06;0.00433304;-3.44664e-06
-1.46072e-06;0.00434386;-3.44566e-06
-1.45958e-06;0.00412304;-3.44469e-06
-1.45902e-06;0.00408985;-3.44371e-06
-1.45805e-06;0.00421345;-3.44273e-06
-1.45668e-06;0.00398472;-3.44176e-06
-1.4556e-06;0.00417298;-3.44078e-06
-1.45485e-06;0.00410289;-3.4398e-06
-1.45364e-06;0.0043493;-3.43883e-06
-1.45284e-06;0.00428334;-3.43785e-06
-1.45177e-06;0.00425477;-3.43687e-06
-1.45087e-06;0.00425439;-3.4359e-06
-1.44971e-06;0.00432156;-3.43492e-06
-1.44893e-06;0.00426475;-3.43394e-06
-1.448e-06;0.00431277;-3.43297e-06
-1.44692e-06;0.00446558;-3.43199e-06
-1.44583e-06;0.00438176;-3.43101e-06
-1.44461e-06;0.0043902;-3.43004e-06
-1.44366e-06;0.00450736;-3.42906e-06
-1.44278e-06;0.00432596;-3.42808e-06
-1.44168e-06;0.00435174;-3.42711e-06
-1.44079e-06;0.00433706;-3.42613e-06
-1.43985e-06;0.00429681;-3.42515e-06
-1.43928e-06;0.0043148;-3.42418e-06
-1.43794e-06;0.0044713;-3.4232e-06
-1.43696e-06;0.0042438;-3.42222e-06
-1.43613e-06;0.00450829;-3.42125e-06
-1.43503e-06;0.00437329;-3.42027e-06
-1.43414e-06;0.00441756;-3.41929e-06
-1.43346e-06;0.00453584;-3.41832e-06
-1.43188e-06;0.00448903;-3.41734e-06
-1.43098e-06;0.00444602;-3.41636e-06
-1.43034e-06;0.00461208;-3.41539e-06
-1.42941e-06;0.00456115;-3.41441e-06
-1.42832e-06;0.00450336;-3.41343e-06
-1.42722e-06;0.0043953;-3.41246e-06
-1.42626e-06;0.0043023;-3.41148e-06
-1.42547e-06;0.00437899;-3.4105e-06
-1.42416e-06;0.0043899;-3.40953e-06
-1.42339e-06;0.00450512;-3.40855e-06
-1.42269e-06;0.00435164;-3.40757e-06
-1.4214e-06;0.00423243;-3.4066e-06
-1.42109e-06;0.00426728;-3.40562e-06
-1.41954e-06;0.00439946;-3.40464e-06
-1.41854e-06;0.00446599;-3.40367e-06
-1.41757e-06;0.00432203;-3.40269e-06
-1.41652e-06;0.00435328;-3.40171e-06
-1.41543e-06;0.00443885;-3.40074e-06
-1.41461e-06;0.00455059;-3.39976e-06
-1.4138e-06;0.00458999;-3.39878e-06
